Fichero,date,l_total_reward,mean_reward,std_reward,last portfolio
./results/DQN/DQN_2008-2009_dqn_v2_400-09-Jun.pickle,09-Jun_00_21_46,"[-2179.607936520508, -2177.4119142054697, -2181.865861780767, -2179.607936520508, -2177.4119142054697, -2181.865861780767, -2179.607936520508, -2177.4119142054697, -2181.865861780767, -2179.607936520508]",-2179.626507404074,1.7250731199001397,"[[424, 0, 0, 730, 0, 0, 0, 730, 0, 0]]"
./results/LSTM/LSTM_2008-2009_lstm_v2_14-Jun.pickle,14-Jun_00_38_07,"[928.5277466709958, 930.7929968353565, 923.5298226435843, 928.4577465887996, 931.9826359312428, 922.3116777531686, 928.4778548764734, 933.5828776572889, 921.4316737668705, 928.5277466709813]",927.7622779394762,3.8825628242853694,"[[0, 80, 695, 0, 696, 0, 0, 0, 698, 695]]"
./results/A2C/A2C_2008-2009-09-Jun_v1_pickle.pickle,09-Jun_12_42_08,"[-282.87223287665984, -282.04612969858863, -283.70861232870084, -282.87223287665984, -282.04612969858863, -283.70861232870084, -282.87223287665984, -282.04612969858863, -283.70861232870084, -282.87223287665984]",-282.8753157588508,0.6438816742400136,"[[0, 0, 0, 0, 0, 730, 0, 0, 0, 0]]"
./results/PPO/PPO_2008-2009_v3_LR_0.0005.pickle,15-Jun_11_46_29,"[641.0903004112188, 620.0037761234853, 586.6906648496806, 544.8398796986294, 797.8102944522689, 445.5575909179461, 878.0083214385522, 407.03191143856384, 79.83206146606244, 507.86260480841156]",550.8727405604819,209.2233565112522,"[[416, 2, 29, 50, 0, 585, 0, 18, 12, 437]]"
./results/DQN/DQN_2020-2022_dqn_v2_400-09-Jun.pickle,09-Jun_00_22_06,"[52732.84309269849, 52833.22566687656, 52715.978737671045, 52746.787455493, 52756.57767919163, 52685.18421387655, 52712.99936764367, 52752.88207519162, 52732.56164849299, 52763.00924564368]",52743.20491827793,37.445891889226225,"[[301, 338, 0, 0, 0, 11, 0, 0, 342, 31]]"
./results/LSTM/LSTM_2020-2022_lstm_v2_14-Jun.pickle,14-Jun_00_39_18,"[26637.395578862823, 26644.392816383363, 26639.448565383384, 26637.304526849126, 26645.57623235596, 26635.998256753228, 26638.087013068318, 26644.746862561442, 26639.311772643632, 26640.29662068475]",26640.255824554602,3.2689022478082372,"[[0, 0, 0, 509, 504, 0, 0, 0, 0, 511]]"
./results/A2C/A2C_2020-2022-09-Jun_v1_pickle.pickle,09-Jun_12_43_28,"[36038.22862580829, 36182.69652683564, 36019.94140176714, 35902.40078135615, 35928.586922465794, 36125.78472058906, 35784.91771593146, 36178.91963943836, 36055.90224098624, 35853.177484986314]",36007.05560601644,129.66921813076118,"[[0, 511, 0, 617, 397, 0, 0, 1, 0, 234]]"
./results/PPO/PPO_2020-2022_v3_LR_0.0005.pickle,15-Jun_21_43_27,"[8498.67013883547, 7866.885712355928, 9496.711137602353, 9587.920820232539, 8086.199743630001, 10190.098704259784, 9110.300128301285, 7500.6821399451, 6896.727556794416, 8918.237623615962]",8615.243370557284,979.2447027880129,"[[3, 103, 70, 556, 1, 0, 0, 0, 57, 0]]"
./results/DQN/DQN_2012-2014_dqn_v2_400-09-Jun.pickle,09-Jun_00_22_23,"[28773.938937246494, 28778.367724219075, 28767.206476342355, 28775.667840068403, 28776.519240657435, 28768.86618115056, 28774.24705953416, 28777.476144575237, 28767.516183534128, 28771.59882308211]",28773.14046104099,3.9150880069098757,"[[631, 334, 0, 630, 0, 630, 634, 0, 0, 0]]"
./results/LSTM/LSTM_2012-2014_lstm_v2_14-Jun.pickle,14-Jun_00_40_28,"[18069.32521075345, 18073.718761835597, 18064.81301764387, 18069.325210753435, 18073.718761835597, 18064.813017643857, 18069.32521075345, 18073.71876183561, 18064.81301764387, 18069.325210753435]",18069.289618145216,3.449302320344234,"[[0, 730, 0, 730, 730, 0, 0, 0, 730, 0]]"
./results/A2C/A2C_2012-2014-09-Jun_v1_pickle.pickle,09-Jun_12_45_03,"[22441.52484521929, 22442.113880589153, 22445.17468254805, 22472.71807390421, 22453.8697852193, 22441.826395548036, 22475.555960630227, 22456.143153164507, 22446.146161465862, 22450.720619904212]",22452.579355819285,11.810515654847745,"[[384, 381, 0, 392, 384, 0, 0, 386, 393, 385]]"
./results/PPO/PPO_2012-2014_v3_LR_0.0005.pickle,16-Jun_07_43_57,"[18069.40127565732, 19302.26178834247, 18794.758347958923, 19970.33444871218, 18733.883979314676, 19548.371888986032, 19800.971523520275, 20112.944236999654, 20431.161264260038, 19008.408295506742]",19377.24970492583,694.1108584997367,"[[201, 193, 106, 699, 558, 323, 453, 0, 0, 9]]"
./results/DQN/DQN_2018-2020_dqn_v2_400-09-Jun.pickle,09-Jun_00_22_41,"[4232.016674561761, 4224.151703959025, 4214.097008917946, 4226.236664150812, 4223.742736411106, 4215.864344917951, 4215.48493973985, 4206.488791890544, 4193.389987123417, 4217.8066890549235]",4216.927954072734,10.43051947730007,"[[0, 0, 676, 489, 283, 0, 0, 0, 28, 267]]"
./results/LSTM/LSTM_2018-2020_lstm_v2_14-Jun.pickle,14-Jun_00_41_34,"[13191.005148205688, 13191.557956287885, 13172.243604767325, 13179.10086339747, 13197.088061287883, 13178.455076863218, 13179.10086339747, 13191.557956287885, 13179.969848822118, 13179.10086339747]",13183.918024271441,7.692550905157757,"[[543, 0, 0, 0, 0, 541, 0, 0, 0, 0]]"
