Periodo,loss,Media,Std,mean_train_rewards,Media,Std
agentDQN-LSTM_2008-2009_lstm_v4_300_EPS,loss,219.3059814453125,14.277552795410156,mean_train_rewards,240568.54655930816,19450.331651811193
agentDQN-LSTM_2012-2014_lstm_v4_300_EPS,loss,475.1955078125,30.559146118164062,mean_train_rewards,222242.11217764794,5771.065960734125
agentDQN-LSTM_2018-2020_lstm_v4_300_EPS,loss,746.7080078125,63.258917236328124,mean_train_rewards,284511.6814637175,38057.202189322044
agentDQN-LSTM_2020-2022_lstm_v4_300_EPS,loss,1007.29755859375,32.57122802734375,mean_train_rewards,75177.45065023149,6079.437181783219
