#{"t_start": 1684518120.9805593, "env_id": "FinancialEconomicEnv-v0"}
r,l,t
215303.330252,7797,60494.395345
215401.162256,7797,60544.353415
215172.986007,7797,60594.231062
215159.203956,7797,60644.141168
215437.000723,7797,60693.845935
215655.252291,7797,60743.747405
215377.28592,7797,60793.542789
215763.347277,7797,60843.374886
215242.127693,7797,60893.340084
215620.300486,7797,60943.357283
215214.366396,7797,60993.257689
216190.135441,7797,61043.102864
214915.114369,7797,61093.424804
214863.133993,7797,61143.384848
216167.444329,7797,61193.269203
215978.010719,7797,61243.171183
215410.337177,7797,61292.978874
215298.335147,7797,61343.01635
215257.275697,7797,61392.889587
215061.868942,7797,61442.667456
215012.663332,7797,61492.515306
215205.605011,7797,61542.403091
215976.612043,7797,61592.282227
215490.712665,7797,61642.12835
215414.453568,7797,61692.003058
214896.599593,7797,61741.951433
215486.458611,7797,61791.970283
215670.30003,7797,61841.901768
215568.824389,7797,61891.749731
214804.333796,7797,61941.61818
215721.807605,7797,61991.485481
215321.88851,7797,62041.425309
215610.805797,7797,62091.309151
215588.712687,7797,62141.286068
215799.421873,7797,62191.431821
214956.1893,7797,62241.354928
215520.619799,7797,62291.214019
215185.623582,7797,62340.984942
215399.78294,7797,62390.930436
215439.373973,7797,62440.793545
215900.884796,7797,62490.642993
215642.857749,7797,62540.573236
215907.212215,7797,62590.500167
214809.432642,7797,62640.500118
215620.500415,7797,62690.354722
215663.856902,7797,62740.410862
215412.671952,7797,62790.33906
215009.718391,7797,62840.229979
215801.329983,7797,62890.404983
215718.275005,7797,62945.89376
215447.338575,7797,63000.823242
215238.647124,7797,63052.306724
215945.809789,7797,63103.529292
215922.152846,7797,63153.726808
215609.804365,7797,63204.025766
215514.26646,7797,63254.210491
215295.318724,7797,63304.347398
216242.797777,7797,63354.661824
215230.822232,7797,63404.767165
214917.93827,7797,63454.990041
215442.389213,7797,63505.303318
215773.535263,7797,63555.526432
215737.980373,7797,63605.602325
215380.144932,7797,63655.805561
215887.037511,7797,63705.150609
215463.567277,7797,63754.962361
215689.281556,7797,63805.081515
215600.286279,7797,63855.342499
215066.56505,7797,63905.546157
215397.361203,7797,63955.763885
215424.861311,7797,64005.868651
215472.332805,7797,64056.005339
215973.682926,7797,64106.04582
216176.260957,7797,64156.052881
216242.427035,7797,64206.057908
215194.410214,7797,64256.439162
215407.325599,7797,64307.463062
215834.004684,7797,64359.03858
215105.364206,7797,64408.753676
215273.479384,7797,64458.459222
215227.540756,7797,64508.068838
216122.517614,7797,64557.785055
215473.195321,7797,64608.257775
214820.900311,7797,64658.558841
215497.318404,7797,64708.837141
215138.744927,7797,64759.056072
215326.054778,7797,64809.285825
215859.97825,7797,64859.600218
215806.214281,7797,64909.861437
216043.656797,7797,64960.230894
215374.731353,7797,65010.541739
215992.155067,7797,65060.892871
215527.833983,7797,65111.893839
215833.733234,7797,65163.689118
215503.352854,7797,65214.304253
215560.438635,7797,65264.7355
215435.121534,7797,65315.612108
215777.527424,7797,65365.953483
215656.171814,7797,65416.050088
216099.377203,7797,65466.215744
215142.503738,7797,65516.265776
215868.446084,7797,65566.347206
215338.771385,7797,65616.596052
215212.287194,7797,65666.628369
215942.245313,7797,65716.6505
215081.708421,7797,65766.758851
215906.295548,7797,65816.85867
215590.855953,7797,65867.158712
216066.393113,7797,65917.541032
215371.012606,7797,65968.090726
215591.732678,7797,66019.633805
215611.024951,7797,66069.891409
215076.526174,7797,66120.736443
214925.504024,7797,66171.820836
215030.920377,7797,66222.010622
215300.265981,7797,66273.366289
215718.434421,7797,66329.007534
215411.365503,7797,66386.013546
215946.033593,7797,66439.517352
214900.284417,7797,66495.544007
215353.00098,7797,66546.895066
215137.305723,7797,66596.638698
216033.004201,7797,66646.620971
215707.744189,7797,66699.227877
215554.34719,7797,66754.46845
215577.218861,7797,66809.050759
215433.850298,7797,66863.115669
215698.776715,7797,66917.648447
215462.375528,7797,66972.48913
215432.975302,7797,67025.085397
215477.601099,7797,67076.506733
215208.480035,7797,67128.826111
215916.595575,7797,67179.468235
215315.914384,7797,67230.385847
214941.784288,7797,67280.680206
215431.726376,7797,67331.471652
215354.687567,7797,67382.357523
215449.128812,7797,67433.976817
214979.162018,7797,67484.762516
215922.251986,7797,67534.743463
215394.735049,7797,67584.568394
215308.415829,7797,67634.521287
215172.782413,7797,67684.341873
215372.910913,7797,67734.077227
215403.032037,7797,67783.858177
215611.222321,7797,67835.770202
215699.618189,7797,67885.449763
215529.632045,7797,67935.19055
215478.260695,7797,67984.894279
215535.682167,7797,68034.731974
216181.301689,7797,68084.38097
215591.502088,7797,68133.996648
215665.335363,7797,68183.738971
215223.798998,7797,68233.410107
215701.006404,7797,68283.104995
215502.21751,7797,68332.71231
215819.257521,7797,68382.563873
215618.097496,7797,68432.167712
215181.920857,7797,68481.604913
215590.560826,7797,68530.974539
214955.005349,7797,68580.299079
216047.283797,7797,68629.682267
215304.88378,7797,68679.070035
215413.204376,7797,68728.469027
215149.710535,7797,68777.976965
215031.891404,7797,68827.35702
215204.212331,7797,68876.752913
215553.011715,7797,68926.182377
215383.930422,7797,68975.642066
215162.501,7797,69025.14345
215933.09937,7797,69074.523163
215370.510749,7797,69123.977468
215421.424152,7797,69173.326289
215345.277954,7797,69222.812594
215207.8207,7797,69272.225576
215509.947786,7797,69321.679449
215110.381646,7797,69371.278634
215559.431349,7797,69420.690566
215724.771282,7797,69470.116441
215347.988837,7797,69519.536989
215701.501551,7797,69569.041316
214979.566241,7797,69618.495106
215413.486326,7797,69667.805669
215244.755904,7797,69717.160148
215452.327301,7797,69766.515316
215855.787869,7797,69815.912969
215082.743491,7797,69865.32444
215681.604217,7797,69914.812175
215558.288451,7797,69964.311239
215717.489628,7797,70013.775166
215115.008621,7797,70063.231493
215448.187324,7797,70112.807
215680.30305,7797,70162.201518
215463.273611,7797,70211.577608
215369.50162,7797,70260.963291
215500.594311,7797,70310.343558
214996.319547,7797,70359.676463
215569.105302,7797,70409.080529
215375.44921,7797,70458.511973
215120.635787,7797,70507.848937
215571.251416,7797,70557.308886
216278.879376,7797,70606.806808
216006.842787,7797,70656.262557
215740.836432,7797,70705.824087
215331.456528,7797,70755.208421
215771.971782,7797,70804.633019
215539.39433,7797,70854.087399
215737.143353,7797,70903.508727
215377.040541,7797,70952.930113
215099.60145,7797,71002.349674
215254.148413,7797,71051.735199
215987.984747,7797,71101.132099
216293.074838,7797,71150.615237
214945.852321,7797,71200.076638
214982.458369,7797,71249.519791
215454.541341,7797,71298.93222
215332.694661,7797,71348.291233
215243.19324,7797,71397.658721
215151.09366,7797,71447.038725
215197.619717,7797,71496.544471
215049.682689,7797,71545.954164
215498.451145,7797,71595.30671
215339.602286,7797,71644.707918
215224.17717,7797,71694.134049
216008.980633,7797,71743.747991
215777.895112,7797,71793.196709
215155.505198,7797,71842.607385
215309.287585,7797,71892.002967
215295.603387,7797,71941.4706
215594.186603,7797,71990.847264
215817.22002,7797,72040.300322
215393.106887,7797,72089.635359
215144.160817,7797,72139.033857
214965.742215,7797,72188.373333
215815.745028,7797,72237.778223
215436.241043,7797,72286.997777
214904.594354,7797,72336.634359
215117.821906,7797,72386.314625
215608.057162,7797,72435.946923
216149.075538,7797,72485.615634
216187.255631,7797,72535.34337
215465.053342,7797,72584.978256
215302.079123,7797,72634.70264
215229.271568,7797,72684.376229
215005.786991,7797,72734.039922
215647.310863,7797,72783.822252
216005.289012,7797,72833.606544
215328.911577,7797,72883.310931
215187.644784,7797,72933.03727
216233.031897,7797,72982.753511
215529.41574,7797,73032.562712
215123.317795,7797,73082.168169
216006.219821,7797,73131.888185
215933.116435,7797,73181.517205
215222.515084,7797,73231.268734
215432.474867,7797,73281.046571
215869.81063,7797,73330.771561
215802.460281,7797,73380.412146
215388.766768,7797,73430.096346
215474.715935,7797,73479.811189
215463.831727,7797,73529.543508
215810.617923,7797,73579.308129
215256.797913,7797,73629.017942
215250.312935,7797,73678.688416
215317.856201,7797,73728.437401
215584.279656,7797,73778.215992
215135.286836,7797,73827.99382
214985.84184,7797,73877.619805
215411.659955,7797,73927.267172
215394.115754,7797,73976.883422
215537.008985,7797,74028.437739
215888.260676,7797,74081.623224
216375.800819,7797,74136.178326
215709.721266,7797,74187.531849
215423.209278,7797,74237.346047
216079.075264,7797,74288.42721
214719.087189,7797,74338.260585
215683.083671,7797,74387.959588
215852.964221,7797,74437.704978
214758.888308,7797,74487.867397
215460.32094,7797,74537.617398
215080.382003,7797,74587.337905
215631.059559,7797,74637.270589
215212.841357,7797,74687.169234
215865.217072,7797,74737.450843
215307.804776,7797,74787.368268
215419.885063,7797,74837.231849
215626.227101,7797,74886.999604
215264.130575,7797,74936.86495
215791.596638,7797,74986.629879
215011.131558,7797,75036.47889
215970.858718,7797,75086.474712
215559.848732,7797,75136.139369
215474.61451,7797,75185.81532
215781.728053,7797,75235.454854
215719.7303,7797,75284.955767
214878.159283,7797,75334.64555
215849.407977,7797,75384.695171
215451.349349,7797,75435.674272
215230.685298,7797,75485.204636
215823.646945,7797,75534.733999
214987.763131,7797,75584.325136
215073.587019,7797,75634.075951
215645.041756,7797,75683.577493
215601.573005,7797,75733.047324
215573.381078,7797,75782.551147
215177.564632,7797,75832.007885
215581.564063,7797,75881.452419
215342.265213,7797,75931.032878
215307.91369,7797,75980.501721
215887.537801,7797,76030.024619
215589.196761,7797,76079.647056
215324.944461,7797,76129.26997
215182.902715,7797,76178.731563
215656.683479,7797,76228.339772
215065.131348,7797,76277.8632
215513.474428,7797,76327.319099
215556.08811,7797,76376.846187
214541.60908,7797,76426.326004
214890.33769,7797,76475.750273
215038.804392,7797,76525.32314
215610.805185,7797,76575.039457
215863.124376,7797,76624.570116
216165.158272,7797,76674.182373
215642.896908,7797,76723.724362
215191.879434,7797,76773.269994
215361.063122,7797,76822.906949
215030.272422,7797,76872.400029
215593.020804,7797,76921.897435
214897.423193,7797,76971.421517
215325.929026,7797,77020.893332
215307.480172,7797,77070.362473
215484.08164,7797,77120.01783
215564.526221,7797,77169.676146
215097.866921,7797,77219.17735
216035.84221,7797,77268.681931
215353.118111,7797,77318.27266
215724.710814,7797,77367.734766
215901.272347,7797,77417.615518
215512.874347,7797,77472.198747
215770.924074,7797,77525.049149
215550.037398,7797,77578.776365
215598.112162,7797,77633.000621
215760.692881,7797,77685.838202
215221.916361,7797,77735.880338
215932.410328,7797,77786.618316
215638.875896,7797,77837.030508
214913.50758,7797,77889.591631
215631.036873,7797,77941.352043
215042.620067,7797,77989.841134
216025.354467,7797,78038.279226
214867.765204,7797,78087.804168
215355.93218,7797,78137.44594
215793.101064,7797,78187.182482
215365.456315,7797,78236.894879
215731.017261,7797,78286.599267
214817.534958,7797,78336.624734
215616.380033,7797,78386.463924
216130.99667,7797,78436.233108
215328.033751,7797,78486.02296
215987.714393,7797,78535.749742
215331.600792,7797,78585.488028
215354.633816,7797,78635.275576
215049.08214,7797,78685.071537
215074.499047,7797,78734.549291
215572.957228,7797,78784.058838
215631.982473,7797,78833.553673
215571.566307,7797,78883.080494
215088.61464,7797,78932.627625
215778.756439,7797,78982.13743
215481.44523,7797,79031.57976
215543.577589,7797,79081.008179
215679.86771,7797,79130.48939
