#{"t_start": 1684518120.9805593, "env_id": "FinancialEconomicEnv-v0"}
r,l,t
214540.222364,7797,24354.385938
216037.445824,7797,24406.051819
215920.732294,7797,24457.916238
215248.283261,7797,24509.35071
214990.347387,7797,24561.07339
215825.775423,7797,24612.004615
215273.65953,7797,24663.057616
215289.024386,7797,24714.060746
215072.124987,7797,24765.253177
215648.029591,7797,24816.141398
215136.0155,7797,24867.119143
215918.668701,7797,24918.293942
215902.49959,7797,24969.49113
215597.314502,7797,25020.814716
215484.64969,7797,25071.816362
215178.867781,7797,25122.94212
215625.266471,7797,25174.050234
215341.029417,7797,25225.356109
215340.7895,7797,25276.752835
215039.575253,7797,25334.245031
215802.665789,7797,25385.283922
215446.362315,7797,25436.689644
215580.939534,7797,25487.765406
215004.952863,7797,25539.038449
215325.624844,7797,25590.07371
215603.047596,7797,25641.300459
216019.034054,7797,25692.837093
214875.601365,7797,25743.994862
215135.093185,7797,25794.630893
215532.214438,7797,25845.057164
215850.042767,7797,25895.772651
214872.787488,7797,25946.405761
215134.972536,7797,25997.076887
215326.616415,7797,26048.095115
215976.011594,7797,26099.396816
215823.39816,7797,26150.688468
215236.031106,7797,26202.49885
215386.983523,7797,26253.773261
215796.852139,7797,26308.165817
215509.893578,7797,26361.66441
215410.113583,7797,26412.824413
215651.475558,7797,26463.802201
215142.415384,7797,26515.848613
215457.92592,7797,26566.873814
215559.74551,7797,26618.084024
