Dates,Consumer confidence U. Michigan,CPI (mom),CPI ex-food & Energy (mom),Deficit - Surplus Gov (% GDP),Existing home sales (%),GDP %,Gov. Spending Idx,Housing starts,Industrial Production Idx (mom),Inventory Idx,ISM Manufacturing index,ISM non Manufacturing index,Money Supply (yoy),Money Supply M2 Idx (yoy),Net Change in total employment,NonFarm Payrolls,Personal Consumption (qoq),Private Investment,Retail sales (mom%),Retail sales ex-auto (mom%),Trading Balance, Unemployment rate ,Private industries,Mining,Utilities,Construction,Durable goods,Nondurable goods,Wholesale trade,Retail trade,Transportation and warehousing,Information,Finance and insurance,Real estate and rental and leasing,Professional and business services,Educational services,Health care and social assistance,"Arts, entertainment, and recreation",Government
10/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
11/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
12/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
13/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
14/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
15/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
16/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
17/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
18/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
19/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
20/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
21/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
22/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
23/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
24/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
25/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
26/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
27/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
28/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
29/04/2000,107.1,0.6,0.3,1.38,1.37,1.5,-2.8,1604,0.38,0.7,54.9,57.4,8.68,6.3,103,473,6.2,-2.8,1.2,1.9,-30.56,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
30/04/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
01/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
02/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
03/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
04/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
05/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
06/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
07/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
08/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
09/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
10/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
11/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
12/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
13/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
14/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
15/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
16/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
17/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
18/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
19/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
20/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
21/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
22/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
23/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
24/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
25/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
26/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
27/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
28/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
29/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
30/05/2000,109.2,-0.1,0.2,1.8,0.19,1.5,-2.8,1626,0.64,0.9,54.7,58,8.11,6.8,569,291,6.2,-2.8,-1.5,-0.7,-28.6,3.8,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
31/05/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
01/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
02/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
03/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
04/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
05/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
06/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
07/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
08/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
09/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
10/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
11/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
12/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
13/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
14/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
15/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
16/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
17/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
18/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
19/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
20/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
21/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
22/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
23/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
24/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
25/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
26/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
27/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
28/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
29/06/2000,110.7,0.2,0.2,1.99,-1.73,1.5,-2.8,1575,0.3,0.6,53.2,57.7,7.4,6,-640,218,6.2,-2.8,0.1,0.2,-29.17,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
30/06/2000,106.4,0.6,0.2,2.02,0.39,7.5,4,1559,0.05,0.6,51.4,56.9,6.99,5.9,310,-39,3.8,25.9,0.7,0.6,-30.41,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
01/07/2000,106.4,0.6,0.2,2.02,0.39,7.5,4,1559,0.05,0.6,51.4,56.9,6.99,5.9,310,-39,3.8,25.9,0.7,0.6,-30.41,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
02/07/2000,106.4,0.6,0.2,2.02,0.39,7.5,4,1559,0.05,0.6,51.4,56.9,6.99,5.9,310,-39,3.8,25.9,0.7,0.6,-30.41,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
03/07/2000,106.4,0.6,0.2,2.02,0.39,7.5,4,1559,0.05,0.6,51.4,56.9,6.99,5.9,310,-39,3.8,25.9,0.7,0.6,-30.41,4,78.538,47.109,69.781,59.012,123.167,64.854,77.513,83.569,72.67,111.807,81.265,80.09,76.204,62.458,71.858,71.818,66.906
